?uri	?D_title	?D_description	?D_creator_name	?D_accrualPeriodicity	?D_issued	?D_keyword	?D_theme	?D_modified	?D_publisher_name	?D_rightsHolder_name	?D_contactPoint_hasEmail_nonorm	?D_landingPage	?Dist_format	?Dist_license	?Dist_accessURL
<http://dati.comune.matera.it/dataset/6ac60a9d-055d-43fe-8d33-867ba1857904>	"Bandi di gara e contratti anno 2016-2017"	"Informazioni sulle singole procedure per Bandi di gara e contratti nel periodo 2016-2017, aggiornato automaticamente tramite la [sezione Trasparenza](http://www.comune.matera.it/amministrazione-trasp/bandi-di-gara-e-contratti/informazioni-sulle-singole-procedure-in-formato-tabellare) del Comune di Matera"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-02-24T20:16:59.424510"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"gare"	<http://publications.europa.eu/resource/authority/data-theme/GOVE>	"2018-01-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/bandi-di-gara-e-contratti-anno-2016-2017>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<https://goo.gl/MXLYLY>
<http://dati.comune.matera.it/dataset/6ac60a9d-055d-43fe-8d33-867ba1857904>	"Bandi di gara e contratti anno 2016-2017"	"Informazioni sulle singole procedure per Bandi di gara e contratti nel periodo 2016-2017, aggiornato automaticamente tramite la [sezione Trasparenza](http://www.comune.matera.it/amministrazione-trasp/bandi-di-gara-e-contratti/informazioni-sulle-singole-procedure-in-formato-tabellare) del Comune di Matera"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-02-24T20:16:59.424510"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"gare"	<http://publications.europa.eu/resource/authority/data-theme/GOVE>	"2018-01-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/bandi-di-gara-e-contratti-anno-2016-2017>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<http://www.comune.matera.it/images/amm_trasp/bandi_gara_contratti/informazioni_singole_procedure/avcp.csv>
<http://dati.comune.matera.it/dataset/6ac60a9d-055d-43fe-8d33-867ba1857904>	"Bandi di gara e contratti anno 2016-2017"	"Informazioni sulle singole procedure per Bandi di gara e contratti nel periodo 2016-2017, aggiornato automaticamente tramite la [sezione Trasparenza](http://www.comune.matera.it/amministrazione-trasp/bandi-di-gara-e-contratti/informazioni-sulle-singole-procedure-in-formato-tabellare) del Comune di Matera"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-02-24T20:16:59.424510"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"bandi"	<http://publications.europa.eu/resource/authority/data-theme/GOVE>	"2018-01-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/bandi-di-gara-e-contratti-anno-2016-2017>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<https://goo.gl/MXLYLY>
<http://dati.comune.matera.it/dataset/6ac60a9d-055d-43fe-8d33-867ba1857904>	"Bandi di gara e contratti anno 2016-2017"	"Informazioni sulle singole procedure per Bandi di gara e contratti nel periodo 2016-2017, aggiornato automaticamente tramite la [sezione Trasparenza](http://www.comune.matera.it/amministrazione-trasp/bandi-di-gara-e-contratti/informazioni-sulle-singole-procedure-in-formato-tabellare) del Comune di Matera"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-02-24T20:16:59.424510"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"bandi"	<http://publications.europa.eu/resource/authority/data-theme/GOVE>	"2018-01-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/bandi-di-gara-e-contratti-anno-2016-2017>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<http://www.comune.matera.it/images/amm_trasp/bandi_gara_contratti/informazioni_singole_procedure/avcp.csv>
<http://dati.comune.matera.it/dataset/e34b0f39-5b05-4938-934c-6146c6555739>	"Incidenti stradali dell'anno 2018 per mese e territorio"	"Riepilogo mensile degli incidenti stradali per territorio e geolocalizzati. Per una visione completa visualizzare la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=14dd7c3b300342359e552a1e0ff6af3d)."	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/MONTHLY>	"2018-06-25T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-06-25T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/incidenti-dell-anno-2018-per-mese-e-territorio>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vT2yZocdKjFfLwqeGQixR1YpqpLI0TKzrOkkOXCecYn4fG1iXKy-bnwPnha0jT_icrUPSC0cS9y-3Ra/pub?output=csv>
<http://dati.comune.matera.it/dataset/e34b0f39-5b05-4938-934c-6146c6555739>	"Incidenti stradali dell'anno 2018 per mese e territorio"	"Riepilogo mensile degli incidenti stradali per territorio e geolocalizzati. Per una visione completa visualizzare la seguente [__MAPPA__](http://www.arcgis.com/home/webmap/viewer.html?webmap=14dd7c3b300342359e552a1e0ff6af3d)."	"Ufficio Statistica"	<http://publications.europa.eu/resource/authority/frequency/MONTHLY>	"2018-06-25T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://publications.europa.eu/resource/authority/data-theme/REGI>	"2018-06-25T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/incidenti-dell-anno-2018-per-mese-e-territorio>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vT2yZocdKjFfLwqeGQixR1YpqpLI0TKzrOkkOXCecYn4fG1iXKy-bnwPnha0jT_icrUPSC0cS9y-3Ra/pub?output=xlsx>
<http://dati.comune.matera.it/dataset/537c1138-4c5f-41bb-aec8-862954b67b28>	"AGCOM-Registro impianti provincia di Matera"	"Registro impianti Televisivo Digitale (TD), Radio Digitale (RD), Radio Analogico (FM) filtrati sulla provincia di Matera. Fonte [_AGCOM_](http://www.catastofrequenze.agcom.it/catasto/pubblico)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/CONT>	"2018-06-01T16:43:48.454013"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"catasto impianti"	<http://publications.europa.eu/resource/authority/data-theme/TECH>	"2018-06-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"AGCOM"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/agcom-registro-impianti-provincia-di-matera>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?output=xlsx>
<http://dati.comune.matera.it/dataset/537c1138-4c5f-41bb-aec8-862954b67b28>	"AGCOM-Registro impianti provincia di Matera"	"Registro impianti Televisivo Digitale (TD), Radio Digitale (RD), Radio Analogico (FM) filtrati sulla provincia di Matera. Fonte [_AGCOM_](http://www.catastofrequenze.agcom.it/catasto/pubblico)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/CONT>	"2018-06-01T16:43:48.454013"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"catasto impianti"	<http://publications.europa.eu/resource/authority/data-theme/TECH>	"2018-06-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"AGCOM"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/agcom-registro-impianti-provincia-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?gid=67122230&single=true&output=csv>
<http://dati.comune.matera.it/dataset/537c1138-4c5f-41bb-aec8-862954b67b28>	"AGCOM-Registro impianti provincia di Matera"	"Registro impianti Televisivo Digitale (TD), Radio Digitale (RD), Radio Analogico (FM) filtrati sulla provincia di Matera. Fonte [_AGCOM_](http://www.catastofrequenze.agcom.it/catasto/pubblico)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/CONT>	"2018-06-01T16:43:48.454013"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Televisivo Digitale"	<http://publications.europa.eu/resource/authority/data-theme/TECH>	"2018-06-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"AGCOM"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/agcom-registro-impianti-provincia-di-matera>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?output=xlsx>
<http://dati.comune.matera.it/dataset/537c1138-4c5f-41bb-aec8-862954b67b28>	"AGCOM-Registro impianti provincia di Matera"	"Registro impianti Televisivo Digitale (TD), Radio Digitale (RD), Radio Analogico (FM) filtrati sulla provincia di Matera. Fonte [_AGCOM_](http://www.catastofrequenze.agcom.it/catasto/pubblico)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/CONT>	"2018-06-01T16:43:48.454013"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Televisivo Digitale"	<http://publications.europa.eu/resource/authority/data-theme/TECH>	"2018-06-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"AGCOM"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/agcom-registro-impianti-provincia-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?gid=67122230&single=true&output=csv>
<http://dati.comune.matera.it/dataset/537c1138-4c5f-41bb-aec8-862954b67b28>	"AGCOM-Registro impianti provincia di Matera"	"Registro impianti Televisivo Digitale (TD), Radio Digitale (RD), Radio Analogico (FM) filtrati sulla provincia di Matera. Fonte [_AGCOM_](http://www.catastofrequenze.agcom.it/catasto/pubblico)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/CONT>	"2018-06-01T16:43:48.454013"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Radio Digitale"	<http://publications.europa.eu/resource/authority/data-theme/TECH>	"2018-06-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"AGCOM"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/agcom-registro-impianti-provincia-di-matera>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?output=xlsx>
<http://dati.comune.matera.it/dataset/537c1138-4c5f-41bb-aec8-862954b67b28>	"AGCOM-Registro impianti provincia di Matera"	"Registro impianti Televisivo Digitale (TD), Radio Digitale (RD), Radio Analogico (FM) filtrati sulla provincia di Matera. Fonte [_AGCOM_](http://www.catastofrequenze.agcom.it/catasto/pubblico)"	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/CONT>	"2018-06-01T16:43:48.454013"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Radio Digitale"	<http://publications.europa.eu/resource/authority/data-theme/TECH>	"2018-06-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"AGCOM"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/agcom-registro-impianti-provincia-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?gid=67122230&single=true&output=csv>
<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c>	"Quadro riepilogativo delle grandi cause di morte anno 2016 della città di Matera"	"Quadro riepilogativo delle grandi cause di morte per tipologia di decesso in valori assoluti e valori percentuali rispetto al totale dei decessi. Sono inclusi anche i decessi avvenuti in altri comuni o all'estero (atti trascritti) per i quali, non disponendo della documentazione relativa alle cause di morte, é stata utilizzata la seguente classificazione: \"ALTRE CAUSE SCONOSCIUTE DERIVANTI DA ATTI TRASCRITTI\". I dati si riferiscono alla data di cancellazione dai registri dell'Ufficio di Stato Civile."	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-17T20:18:40.847381"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/HEAL>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2016-della-citta-di-matera>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c/resource/cd96f5ec-b9a7-46cd-809c-859d010ab944/download/decessi-anno-2016-per-grandi-cause-di-morte-in-valori-assoluti.xlsx>
<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c>	"Quadro riepilogativo delle grandi cause di morte anno 2016 della città di Matera"	"Quadro riepilogativo delle grandi cause di morte per tipologia di decesso in valori assoluti e valori percentuali rispetto al totale dei decessi. Sono inclusi anche i decessi avvenuti in altri comuni o all'estero (atti trascritti) per i quali, non disponendo della documentazione relativa alle cause di morte, é stata utilizzata la seguente classificazione: \"ALTRE CAUSE SCONOSCIUTE DERIVANTI DA ATTI TRASCRITTI\". I dati si riferiscono alla data di cancellazione dai registri dell'Ufficio di Stato Civile."	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-17T20:18:40.847381"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/HEAL>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2016-della-citta-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://goo.gl/kofoyu>
<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c>	"Quadro riepilogativo delle grandi cause di morte anno 2016 della città di Matera"	"Quadro riepilogativo delle grandi cause di morte per tipologia di decesso in valori assoluti e valori percentuali rispetto al totale dei decessi. Sono inclusi anche i decessi avvenuti in altri comuni o all'estero (atti trascritti) per i quali, non disponendo della documentazione relativa alle cause di morte, é stata utilizzata la seguente classificazione: \"ALTRE CAUSE SCONOSCIUTE DERIVANTI DA ATTI TRASCRITTI\". I dati si riferiscono alla data di cancellazione dai registri dell'Ufficio di Stato Civile."	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-17T20:18:40.847381"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/HEAL>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2016-della-citta-di-matera>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c/resource/d619efb8-00ba-45fa-a2e9-06cd04164617/download/decessi-anno-2016-per-grandi-cause-di-morte-in-valori-percentuali.xlsx>
<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c>	"Quadro riepilogativo delle grandi cause di morte anno 2016 della città di Matera"	"Quadro riepilogativo delle grandi cause di morte per tipologia di decesso in valori assoluti e valori percentuali rispetto al totale dei decessi. Sono inclusi anche i decessi avvenuti in altri comuni o all'estero (atti trascritti) per i quali, non disponendo della documentazione relativa alle cause di morte, é stata utilizzata la seguente classificazione: \"ALTRE CAUSE SCONOSCIUTE DERIVANTI DA ATTI TRASCRITTI\". I dati si riferiscono alla data di cancellazione dai registri dell'Ufficio di Stato Civile."	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-17T20:18:40.847381"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/HEAL>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2016-della-citta-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://goo.gl/MXh0nc>
<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c>	"Quadro riepilogativo delle grandi cause di morte anno 2016 della città di Matera"	"Quadro riepilogativo delle grandi cause di morte per tipologia di decesso in valori assoluti e valori percentuali rispetto al totale dei decessi. Sono inclusi anche i decessi avvenuti in altri comuni o all'estero (atti trascritti) per i quali, non disponendo della documentazione relativa alle cause di morte, é stata utilizzata la seguente classificazione: \"ALTRE CAUSE SCONOSCIUTE DERIVANTI DA ATTI TRASCRITTI\". I dati si riferiscono alla data di cancellazione dai registri dell'Ufficio di Stato Civile."	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-17T20:18:40.847381"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2016-della-citta-di-matera>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c/resource/cd96f5ec-b9a7-46cd-809c-859d010ab944/download/decessi-anno-2016-per-grandi-cause-di-morte-in-valori-assoluti.xlsx>
<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c>	"Quadro riepilogativo delle grandi cause di morte anno 2016 della città di Matera"	"Quadro riepilogativo delle grandi cause di morte per tipologia di decesso in valori assoluti e valori percentuali rispetto al totale dei decessi. Sono inclusi anche i decessi avvenuti in altri comuni o all'estero (atti trascritti) per i quali, non disponendo della documentazione relativa alle cause di morte, é stata utilizzata la seguente classificazione: \"ALTRE CAUSE SCONOSCIUTE DERIVANTI DA ATTI TRASCRITTI\". I dati si riferiscono alla data di cancellazione dai registri dell'Ufficio di Stato Civile."	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-17T20:18:40.847381"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2016-della-citta-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://goo.gl/kofoyu>
<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c>	"Quadro riepilogativo delle grandi cause di morte anno 2016 della città di Matera"	"Quadro riepilogativo delle grandi cause di morte per tipologia di decesso in valori assoluti e valori percentuali rispetto al totale dei decessi. Sono inclusi anche i decessi avvenuti in altri comuni o all'estero (atti trascritti) per i quali, non disponendo della documentazione relativa alle cause di morte, é stata utilizzata la seguente classificazione: \"ALTRE CAUSE SCONOSCIUTE DERIVANTI DA ATTI TRASCRITTI\". I dati si riferiscono alla data di cancellazione dai registri dell'Ufficio di Stato Civile."	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-17T20:18:40.847381"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2016-della-citta-di-matera>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c/resource/d619efb8-00ba-45fa-a2e9-06cd04164617/download/decessi-anno-2016-per-grandi-cause-di-morte-in-valori-percentuali.xlsx>
<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c>	"Quadro riepilogativo delle grandi cause di morte anno 2016 della città di Matera"	"Quadro riepilogativo delle grandi cause di morte per tipologia di decesso in valori assoluti e valori percentuali rispetto al totale dei decessi. Sono inclusi anche i decessi avvenuti in altri comuni o all'estero (atti trascritti) per i quali, non disponendo della documentazione relativa alle cause di morte, é stata utilizzata la seguente classificazione: \"ALTRE CAUSE SCONOSCIUTE DERIVANTI DA ATTI TRASCRITTI\". I dati si riferiscono alla data di cancellazione dai registri dell'Ufficio di Stato Civile."	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-17T20:18:40.847381"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"popolazione"	<http://publications.europa.eu/resource/authority/data-theme/SOCI>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2016-della-citta-di-matera>	<http://publications.europa.eu/resource/authority/file-type/CSV>	<http://www.opendefinition.org/licenses/cc-by>	<https://goo.gl/MXh0nc>
<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c>	"Quadro riepilogativo delle grandi cause di morte anno 2016 della città di Matera"	"Quadro riepilogativo delle grandi cause di morte per tipologia di decesso in valori assoluti e valori percentuali rispetto al totale dei decessi. Sono inclusi anche i decessi avvenuti in altri comuni o all'estero (atti trascritti) per i quali, non disponendo della documentazione relativa alle cause di morte, é stata utilizzata la seguente classificazione: \"ALTRE CAUSE SCONOSCIUTE DERIVANTI DA ATTI TRASCRITTI\". I dati si riferiscono alla data di cancellazione dai registri dell'Ufficio di Stato Civile."	"Redazione OD"	<http://publications.europa.eu/resource/authority/frequency/NEVER>	"2018-01-17T20:18:40.847381"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"statistica"	<http://publications.europa.eu/resource/authority/data-theme/HEAL>	"2018-02-01T00:00:00"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"Redazione OD"	"Comune di Matera"	<file:///Users/bubu/Work/Experiment/CasaDelleTecnologie/CDTM-PreparingDCATtoCVS/ckan@piersoft.it>	<http://dati.comune.matera.it/dataset/quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2016-della-citta-di-matera>	<http://publications.europa.eu/resource/authority/file-type/XLSX>	<http://www.opendefinition.org/licenses/cc-by>	<http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c/resource/cd96f5ec-b9a7-46cd-809c-859d010ab944/download/decessi-anno-2016-per-grandi-cause-di-morte-in-valori-assoluti.xlsx>
